0,Employee_ID,Full_Name,Department,Job_Title,Hire_Date,Location,Performance_Rating,Experience_Years,Status,Work_Mode,Salary
1265,EMP0001266,Jared Nelson,Sales,Account Manager,2022-05-26,"Johnsonstad, Latvia",5,3,Active,On-site,899129
1266,EMP0001267,Daniel Marshall,Sales,Sales Executive,2016-09-10,"Taylorshire, Saint Helena",4,8,Resigned,Remote,881493
1267,EMP0001268,Toni Rogers,Marketing,Marketing Executive,2019-09-25,"Port Courtney, Mayotte",1,5,Retired,On-site,733950
1268,EMP0001269,Mary Gonzales,Marketing,SEO Specialist,2025-01-06,"North Jeffrey, Western Sahara",1,0,Active,On-site,589593
1269,EMP0001270,Nicole Scott,HR,HR Manager,2019-10-20,"North Amanda, Libyan Arab Jamahiriya",1,5,Active,Remote,764404
1270,EMP0001271,Terry Bass,Operations,Operations Executive,2021-12-05,"Lake Damontown, United Arab Emirates",5,3,Resigned,Remote,527976
1271,EMP0001272,Jennifer Williams,IT,Software Engineer,2016-09-20,"Cassandratown, Equatorial Guinea",2,8,Active,Remote,668731
1272,EMP0001273,Robert Stafford,Operations,Logistics Coordinator,2011-02-08,"Lake William, Liechtenstein",3,14,Active,Remote,427355
1273,EMP0001274,Richard Dunn,IT,Data Analyst,2021-03-07,"Hartview, Panama",3,4,Active,Remote,969880
1274,EMP0001275,James Moore,Operations,Supply Chain Manager,2022-02-07,"Westmouth, Netherlands Antilles",3,3,Active,On-site,685935
1275,EMP0001276,Sarah Buck,Finance,Accountant,2021-11-03,"East Nathanview, Swaziland",2,3,Active,On-site,682008
1276,EMP0001277,Sara Riggs,Operations,Logistics Coordinator,2022-08-16,"Lake Timothyport, Guadeloupe",1,2,Active,Remote,491784
1277,EMP0001278,Amy Chavez,IT,Software Engineer,2019-03-23,"Thomasbury, Iceland",1,6,Active,Remote,1134980
1278,EMP0001279,Melanie Cantu,Operations,Logistics Coordinator,2018-03-22,"Valeriefurt, Panama",3,7,Active,Remote,740207
1279,EMP0001280,Victoria Wagner,IT,Software Engineer,2019-09-07,"North Ashleyburgh, Saint Kitts and Nevis",3,5,Active,Remote,1129463
1280,EMP0001281,Joshua Gonzalez,Sales,Business Development Manager,2018-09-03,"Santosfurt, Comoros",4,6,Active,On-site,1663639
1281,EMP0001282,Andrew Mckenzie,Operations,Operations Executive,2021-10-21,"Danielland, Western Sahara",3,3,Active,Remote,1187163
1282,EMP0001283,Sophia Jenkins,Sales,Sales Executive,2024-09-11,"West Tiffany, Suriname",2,0,Active,On-site,725930
1283,EMP0001284,Misty Williams DDS,Sales,Sales Executive,2010-10-21,"Carlahaven, Moldova",3,14,Active,On-site,610046
1284,EMP0001285,Connie Williams,HR,Talent Acquisition Specialist,2015-09-09,"Floydburgh, Guadeloupe",1,9,Active,Remote,449358
1285,EMP0001286,Tiffany Walters,IT,CTO,2016-06-05,"Thomasville, Guam",5,9,Active,On-site,405426
1286,EMP0001287,Ashley Snyder,IT,DevOps Engineer,2019-11-18,"Doylehaven, Singapore",2,5,Retired,On-site,1088830
1287,EMP0001288,Kathryn Hill,IT,DevOps Engineer,2018-11-07,"South Michaelbury, United States Virgin Islands",2,6,Retired,Remote,1056398
1288,EMP0001289,Brian Dalton,Operations,Operations Executive,2023-11-24,"Thomasmouth, Belgium",1,1,Resigned,On-site,1150740
1289,EMP0001290,Cody Cooper,Marketing,Marketing Executive,2017-03-19,"Jamesburgh, Guinea",5,8,Active,On-site,488919
1290,EMP0001291,Amanda Chandler,IT,Software Engineer,2018-11-12,"West Rebeccamouth, Gambia",4,6,Active,On-site,956106
1291,EMP0001292,Elizabeth Martin,Finance,Accountant,2013-01-31,"Garrettfurt, Botswana",5,12,Active,Remote,429946
1292,EMP0001293,Yvonne Hess,IT,Software Engineer,2022-03-10,"Harrisville, Sao Tome and Principe",3,3,Active,On-site,824235
1293,EMP0001294,Jeremy Ramsey,IT,Software Engineer,2021-07-12,"Browntown, Iraq",2,4,Active,On-site,1352778
1294,EMP0001295,Allison Berry,Marketing,Marketing Executive,2019-04-05,"Rosemouth, Syrian Arab Republic",4,6,Active,On-site,811985
1295,EMP0001296,Daniel Bell,HR,Talent Acquisition Specialist,2022-02-05,"Eduardoberg, Cook Islands",1,3,Active,On-site,466753
1296,EMP0001297,Suzanne Banks,IT,IT Manager,2022-07-23,"Tammybury, Qatar",4,3,Resigned,On-site,1423118
1297,EMP0001298,Olivia Huff,IT,Data Analyst,2018-07-23,"Port Paultown, Guadeloupe",4,7,Active,On-site,1154767
1298,EMP0001299,Kaylee Smith,Sales,Sales Executive,2022-01-29,"Jacksonfurt, Montenegro",3,3,Active,Remote,778910
1299,EMP0001300,Andrea Lee,Finance,Accountant,2013-04-12,"New Danielfort, Turks and Caicos Islands",3,12,Resigned,On-site,565238
1300,EMP0001301,Hannah Sweeney,IT,Data Analyst,2025-08-02,"Lake Matthewbury, Thailand",4,0,Active,Remote,565642
1301,EMP0001302,Martha Jackson,Operations,Operations Executive,2023-03-21,"Shahport, United States Minor Outlying Islands",5,2,Active,On-site,482320
1302,EMP0001303,Deanna Dunn,IT,Software Engineer,2022-10-21,"Jacksonview, Denmark",3,2,Active,On-site,1076952
1303,EMP0001304,Theresa Ortiz,IT,IT Manager,2025-03-07,"Morastad, Macao",3,0,Active,On-site,2480037
1304,EMP0001305,Stephanie Thomas,R&D,Research Scientist,2018-07-15,"Emilytown, Faroe Islands",3,7,Terminated,Remote,881601
1305,EMP0001306,Ashley Brown,HR,HR Manager,2018-04-03,"East Charlesland, Turks and Caicos Islands",3,7,Resigned,On-site,1729323
1306,EMP0001307,Logan Anderson,Sales,Sales Executive,2024-02-01,"North Robert, Nepal",4,1,Active,Remote,677978
1307,EMP0001308,Curtis Grant,Sales,Sales Executive,2015-11-23,"Richardville, Uruguay",1,9,Resigned,On-site,438179
1308,EMP0001309,Christina Mcknight,HR,HR Executive,2018-02-21,"Brittanyborough, Madagascar",3,7,Active,On-site,730815
1309,EMP0001310,Joan Fisher,Operations,Logistics Coordinator,2018-04-17,"Francomouth, Antarctica (the territory South of 60 deg S)",2,7,Active,On-site,670557
1310,EMP0001311,Daniel Cortez,Marketing,Marketing Executive,2022-06-10,"Port Jesusland, Nicaragua",2,3,Active,On-site,602072
1311,EMP0001312,Lisa Fuentes,Operations,Operations Executive,2019-03-01,"Kristopherborough, Afghanistan",4,6,Active,On-site,645533
1312,EMP0001313,Elizabeth Soto,Marketing,Marketing Executive,2020-12-08,"Angelabury, Serbia",4,4,Active,On-site,902357
1313,EMP0001314,Ronald Knight,IT,DevOps Engineer,2022-02-17,"North Patriciabury, Reunion",3,3,Active,Remote,790345
1314,EMP0001315,Lucas Richardson,Sales,Business Development Manager,2017-09-12,"South Kimberly, Malaysia",5,7,Active,Remote,1063226
1315,EMP0001316,Ashley Nelson,Operations,Operations Executive,2022-11-25,"Janiceside, Pitcairn Islands",3,2,Active,On-site,1113856
1316,EMP0001317,Christopher Robertson,Operations,Supply Chain Manager,2021-05-15,"Lake Jacob, Timor-Leste",5,4,Resigned,Remote,422870
1317,EMP0001318,Steven Floyd,IT,DevOps Engineer,2022-08-23,"Jacobburgh, Chad",1,2,Active,On-site,776520
1318,EMP0001319,Elizabeth Vasquez,Sales,Sales Executive,2019-03-26,"Duanestad, Ireland",5,6,Active,On-site,897967
1319,EMP0001320,Tanya Donaldson MD,Marketing,Marketing Executive,2019-03-30,"Peterchester, San Marino",2,6,Active,Remote,822501
1320,EMP0001321,Michael Scott,Sales,Account Manager,2019-01-23,"Mathewsborough, United Kingdom",1,6,Active,On-site,1005697
1321,EMP0001322,Tiffany Simmons,R&D,Lab Technician,2015-08-12,"South Karenport, Switzerland",2,10,Terminated,On-site,908755
1322,EMP0001323,Susan Stevens,Operations,Logistics Coordinator,2025-07-08,"West Petershire, Trinidad and Tobago",3,0,Active,On-site,812536
1323,EMP0001324,Angela Moreno,HR,Talent Acquisition Specialist,2020-09-25,"Lake Brendaburgh, British Indian Ocean Territory (Chagos Archipelago)",1,4,Active,Remote,607499
1324,EMP0001325,Melissa Elliott,Sales,Account Manager,2021-04-03,"Lake Johnside, Barbados",1,4,Retired,On-site,407417
1325,EMP0001326,Barbara Parker,IT,Software Engineer,2020-03-20,"Robinside, Wallis and Futuna",2,5,Active,Remote,1126745
1326,EMP0001327,Taylor Perry,Sales,Business Development Manager,2021-03-31,"North Kevin, North Macedonia",1,4,Active,On-site,745377
1327,EMP0001328,Thomas Davis,Sales,Account Manager,2022-01-23,"Lake Tiffany, San Marino",5,3,Resigned,On-site,451793
1328,EMP0001329,Danielle Burns,IT,Software Engineer,2024-05-12,"East Biancamouth, Colombia",1,1,Active,Remote,1204218
1329,EMP0001330,Tiffany Wall,IT,Software Engineer,2021-01-04,"Stoneshire, British Indian Ocean Territory (Chagos Archipelago)",1,4,Active,Remote,1162919
1330,EMP0001331,Thomas Cox,Sales,Account Manager,2019-04-28,"East Laurafort, Falkland Islands (Malvinas)",3,6,Active,Remote,591066
1331,EMP0001332,Troy Davidson,HR,Talent Acquisition Specialist,2016-06-26,"North Gabrielfurt, Gabon",5,9,Active,Remote,606714
1332,EMP0001333,Antonio Bartlett,IT,Data Analyst,2021-01-01,"Johnton, Romania",2,4,Active,On-site,439146
1333,EMP0001334,Sheri Calhoun,IT,DevOps Engineer,2015-12-17,"Port Rebecca, Haiti",4,9,Active,On-site,1130321
1334,EMP0001335,Jamie Gray,HR,HR Executive,2016-08-11,"North Jessica, Rwanda",2,9,Resigned,Remote,762299
1335,EMP0001336,Nancy Simpson,Operations,Operations Executive,2011-03-16,"North Amy, Austria",5,14,Active,On-site,905545
1336,EMP0001337,Adam Scott,IT,CTO,2023-12-09,"Port Brian, Qatar",4,1,Active,On-site,926202
1337,EMP0001338,Jennifer Lowe,Operations,Operations Executive,2021-04-29,"Morenoburgh, Aruba",2,4,Terminated,Remote,1191938
1338,EMP0001339,Wesley Cooley,HR,HR Executive,2018-11-23,"Port Douglas, Nicaragua",1,6,Resigned,Remote,384672
1339,EMP0001340,Julia Hall,IT,Software Engineer,2011-11-11,"Lake Adamchester, Poland",2,13,Resigned,On-site,1309230
1340,EMP0001341,Natalie Williams,IT,CTO,2021-02-08,"Nicholastown, Philippines",1,4,Terminated,On-site,986254
1341,EMP0001342,Kristina Fowler,Sales,Business Development Manager,2021-04-26,"North Nicolestad, Mauritania",5,4,Active,On-site,1212720
1342,EMP0001343,Jasmine Lam,Sales,Sales Executive,2019-06-27,"Haasmouth, Samoa",1,6,Terminated,Remote,711642
1343,EMP0001344,Paul Rogers,Marketing,SEO Specialist,2023-03-17,"Mileshaven, Benin",1,2,Active,Remote,458210
1344,EMP0001345,Jeffrey Ali,Operations,Supply Chain Manager,2023-12-19,"Alishamouth, Ecuador",1,1,Resigned,On-site,697200
1345,EMP0001346,Stefanie Rios,Finance,Financial Analyst,2024-01-28,"Jenniferhaven, Hong Kong",3,1,Active,Remote,1073218
1346,EMP0001347,Lisa Kelley,IT,Data Analyst,2010-12-26,"West Diamond, Martinique",1,14,Active,On-site,1058736
1347,EMP0001348,Amanda Daniels,Operations,Logistics Coordinator,2024-07-20,"West Dalton, Ghana",5,1,Terminated,On-site,785572
1348,EMP0001349,James Whitaker,Marketing,Brand Manager,2022-07-31,"Jacksonburgh, India",4,3,Active,Remote,598354
1349,EMP0001350,Randall Lutz,Operations,Logistics Coordinator,2022-07-04,"West Julia, San Marino",3,3,Resigned,On-site,810397
1350,EMP0001351,Heather Lopez,Sales,Account Manager,2016-06-02,"Lake Anthony, Hungary",2,9,Active,Remote,1062298
1351,EMP0001352,Manuel Pearson,IT,DevOps Engineer,2023-06-03,"Sparksbury, Bahrain",2,2,Active,Remote,1197091
1352,EMP0001353,Mark Brown,Sales,Account Manager,2020-11-29,"Hickmanmouth, Dominica",4,4,Retired,On-site,587846
1353,EMP0001354,Keith Wilson,IT,Software Engineer,2017-02-23,"Hendrixport, Mauritius",3,8,Active,Remote,1414329
1354,EMP0001355,Toni Williams,Marketing,Marketing Executive,2022-07-12,"Baileyborough, Greenland",4,3,Active,On-site,440839
1355,EMP0001356,James Jones,Marketing,Marketing Executive,2024-08-11,"East Nicholasmouth, Namibia",4,1,Active,On-site,908937
1356,EMP0001357,Yvonne Jackson MD,Sales,Account Manager,2015-10-28,"Port Tonyland, Ecuador",2,9,Resigned,Remote,676569
1357,EMP0001358,Sandra Spencer,HR,Talent Acquisition Specialist,2024-02-13,"Wilsonmouth, Vietnam",4,1,Active,On-site,921939
1358,EMP0001359,Cindy Nguyen,Sales,Account Manager,2021-02-20,"East Ronaldton, Kenya",3,4,Active,On-site,487111
1359,EMP0001360,Ray Cross,Operations,Operations Executive,2022-09-28,"North Peterberg, Northern Mariana Islands",3,2,Active,On-site,1027784
1360,EMP0001361,Andrea Ramirez,Sales,Business Development Manager,2016-03-16,"South Caseybury, Lebanon",5,9,Resigned,On-site,956403
1361,EMP0001362,Wendy Sims,Operations,Operations Executive,2022-12-16,"Scottmouth, Fiji",3,2,Active,Remote,1019447
1362,EMP0001363,Ryan Macdonald,Sales,Account Manager,2023-07-05,"Davidville, Antigua and Barbuda",4,2,Active,On-site,649244
1363,EMP0001364,David Bolton,Finance,Financial Analyst,2015-03-19,"Josephstad, Norway",4,10,Active,On-site,1104172
1364,EMP0001365,Ryan Lee,Marketing,SEO Specialist,2020-10-14,"West Sarah, Martinique",1,4,Resigned,Remote,919817
1365,EMP0001366,David Parrish,R&D,Product Developer,2021-03-10,"Ruizland, Angola",1,4,Active,On-site,1121241
1366,EMP0001367,Brandon Collier,Sales,Sales Executive,2017-12-02,"Robertsborough, Cook Islands",3,7,Active,On-site,690150
1367,EMP0001368,Heidi Clark,IT,DevOps Engineer,2017-06-03,"Amyfurt, Isle of Man",5,8,Active,Remote,413544
1368,EMP0001369,Patrick Jackson,IT,Software Engineer,2020-12-30,"West Josephborough, Armenia",1,4,Resigned,On-site,639431
1369,EMP0001370,Matthew Beck,Marketing,Content Strategist,2023-08-24,"Erinton, Liberia",4,1,Active,On-site,760255
1370,EMP0001371,Emily Brown,Marketing,SEO Specialist,2015-12-18,"Longhaven, Cocos (Keeling) Islands",2,9,Terminated,Remote,800585
1371,EMP0001372,Michael Colon,IT,Software Engineer,2024-07-18,"Lake Wendychester, Pitcairn Islands",4,1,Active,On-site,1404892
1372,EMP0001373,Margaret Ibarra,IT,Software Engineer,2024-09-05,"South Thomasview, Mayotte",2,0,Active,Remote,1449637
1373,EMP0001374,Lisa Guerrero,HR,Talent Acquisition Specialist,2020-03-12,"Cristinashire, Iraq",4,5,Active,On-site,576522
1374,EMP0001375,Donna Lee,Sales,Account Manager,2023-12-24,"Greenview, Gabon",3,1,Terminated,On-site,1172681
1375,EMP0001376,Karen Caldwell,Marketing,Marketing Executive,2017-11-11,"Michaelfurt, Suriname",5,7,Active,On-site,816810
1376,EMP0001377,Paula Merritt,Sales,Sales Executive,2024-09-24,"Suzanneville, Dominican Republic",3,0,Active,Remote,572046
1377,EMP0001378,Eileen Parker,IT,Data Analyst,2015-11-20,"South Jacquelinemouth, Swaziland",2,9,Active,Remote,989488
1378,EMP0001379,Daniel Ward,Marketing,Content Strategist,2018-12-22,"Port Susan, Isle of Man",5,6,Active,Remote,437985
1379,EMP0001380,Courtney Stanley,Operations,Logistics Coordinator,2024-09-05,"East Lisa, Saint Pierre and Miquelon",2,0,Active,On-site,567756
1380,EMP0001381,Barry Ward,Marketing,Brand Manager,2023-01-01,"East Laura, Kyrgyz Republic",1,2,Active,On-site,942219
1381,EMP0001382,Justin Brown,R&D,Lab Technician,2019-04-08,"Rodriguezfort, Costa Rica",4,6,Resigned,On-site,486779
1382,EMP0001383,Heather Murphy,IT,Data Analyst,2022-08-14,"Michaelland, Belarus",1,3,Resigned,Remote,861813
1383,EMP0001384,Yvonne Johnson,Marketing,Marketing Executive,2018-09-10,"Robertville, Greece",1,6,Active,Remote,635350
1384,EMP0001385,Candice Wheeler,IT,Data Analyst,2015-11-27,"Jenniferland, Mali",3,9,Active,Remote,537909
1385,EMP0001386,Julie Ball,Marketing,Marketing Executive,2019-06-03,"Olsenshire, United States Virgin Islands",4,6,Active,Remote,599892
1386,EMP0001387,Erica Anthony,Operations,Logistics Coordinator,2013-03-16,"Lake Christopher, Thailand",1,12,Active,Remote,710035
1387,EMP0001388,Lori Marshall,Finance,Accountant,2018-12-18,"Lake Jennifer, Albania",4,6,Resigned,On-site,585771
1388,EMP0001389,Philip Lee,IT,DevOps Engineer,2020-05-14,"West Amanda, Martinique",4,5,Resigned,On-site,624354
1389,EMP0001390,Kenneth Hill,IT,DevOps Engineer,2025-06-05,"Tinashire, Sierra Leone",4,0,Active,On-site,762888
1390,EMP0001391,Drew Ward,Marketing,Marketing Executive,2024-02-13,"South Sandra, Comoros",1,1,Active,On-site,551466
1391,EMP0001392,Dr. Elizabeth Hardy DVM,Sales,Sales Executive,2025-02-28,"South Cynthiamouth, Martinique",3,0,Active,Remote,848388
1392,EMP0001393,James Thomas,Finance,Accountant,2022-09-20,"Batesfort, Djibouti",1,2,Active,On-site,419029
1393,EMP0001394,Wendy Davis,IT,Software Engineer,2022-01-14,"Port Michellebury, Benin",4,3,Active,Remote,837287
1394,EMP0001395,David Alvarez,Sales,Account Manager,2022-02-15,"East Sarah, Angola",5,3,Resigned,Remote,543984
1395,EMP0001396,Bianca Villa,Marketing,Marketing Executive,2023-08-25,"New Jason, Zimbabwe",2,1,Active,Remote,1156969
1396,EMP0001397,Nicholas Cole,Sales,Business Development Manager,2025-06-20,"Jimenezmouth, Djibouti",3,0,Active,On-site,1467175
1397,EMP0001398,Wesley Morrison,IT,Software Engineer,2023-12-31,"Rileyfurt, Liechtenstein",5,1,Active,On-site,1369206
1398,EMP0001399,Pamela Lloyd,IT,Software Engineer,2024-03-06,"Rogersport, Romania",3,1,Terminated,Remote,797770
1399,EMP0001400,Ronald Alvarez,Finance,Accountant,2020-11-08,"East Tylerland, Bermuda",4,4,Active,On-site,807499
1400,EMP0001401,Mr. Todd Hunter DVM,Marketing,Marketing Executive,2024-04-10,"North Connorchester, Guyana",1,1,Active,Remote,1110821
1401,EMP0001402,Dominique Carlson,IT,Software Engineer,2024-08-11,"New Ericside, Montenegro",1,1,Active,Remote,856808
1402,EMP0001403,Kevin Hernandez,Finance,Accountant,2016-09-23,"North Davidmouth, Congo",3,8,Resigned,On-site,719063
1403,EMP0001404,Jon Weaver,Marketing,Marketing Executive,2017-11-28,"Myersshire, Malawi",5,7,Active,Remote,1012695
1404,EMP0001405,Mr. Douglas Velazquez,Marketing,Marketing Executive,2022-06-05,"Port Danielchester, Bosnia and Herzegovina",1,3,Terminated,On-site,1153919
1405,EMP0001406,Peter Dixon,IT,Software Engineer,2015-05-10,"Livingstonberg, Gabon",4,10,Active,Remote,1010011
1406,EMP0001407,David Alvarez,IT,Software Engineer,2017-07-25,"Walkerview, Bulgaria",3,8,Terminated,Remote,1406614
1407,EMP0001408,Julie Powell,HR,HR Executive,2023-07-10,"Lydiaton, Kenya",2,2,Active,On-site,576234
1408,EMP0001409,Christopher Mitchell,IT,CTO,2019-08-04,"Rebeccaview, Bahrain",4,6,Resigned,Remote,470734
1409,EMP0001410,Lisa Conley,IT,Software Engineer,2024-05-05,"East Nicole, Solomon Islands",4,1,Active,On-site,1024547
1410,EMP0001411,Susan Russell,Finance,Accountant,2019-09-04,"Goodwinton, Venezuela",3,5,Active,Remote,459581
1411,EMP0001412,Krista Cook,IT,Data Analyst,2021-04-14,"Lake Kim, Portugal",5,4,Resigned,On-site,403192
1412,EMP0001413,Sydney Larson,Finance,Financial Analyst,2020-10-19,"Vazquezland, Botswana",2,4,Resigned,Remote,1061905
1413,EMP0001414,Mackenzie Nielsen,R&D,Lab Technician,2017-08-08,"Clinetown, Azerbaijan",4,8,Active,Remote,667742
1414,EMP0001415,Michael Phillips,Sales,Sales Executive,2015-11-14,"Port Colleen, Paraguay",3,9,Active,On-site,754411
1415,EMP0001416,Patrick Campbell,Operations,Logistics Coordinator,2016-03-13,"Joyhaven, British Virgin Islands",2,9,Active,On-site,855721
1416,EMP0001417,Kristen Mitchell,Marketing,SEO Specialist,2020-09-07,"West Josephfurt, Dominica",5,4,Active,On-site,824826
1417,EMP0001418,Mariah Evans,Sales,Business Development Manager,2016-09-16,"North Paulview, Costa Rica",1,8,Resigned,On-site,1439984
1418,EMP0001419,Felicia Watkins,IT,Data Analyst,2020-01-06,"Heidiville, Guyana",1,5,Resigned,On-site,523057
1419,EMP0001420,Donald Wilkerson,Operations,Operations Executive,2016-10-18,"New Robertstad, New Caledonia",4,8,Active,On-site,846590
1420,EMP0001421,Michael Benson,HR,HR Manager,2022-12-24,"Port Jimtown, Saint Helena",1,2,Active,On-site,804048
1421,EMP0001422,Hannah Reese,Marketing,Marketing Executive,2021-12-27,"East Joshuamouth, Falkland Islands (Malvinas)",1,3,Active,On-site,448509
1422,EMP0001423,Cassandra Smith,Finance,Finance Manager,2018-08-05,"Lake Johnchester, Cambodia",1,7,Retired,On-site,1941734
1423,EMP0001424,Jamie Porter,IT,Software Engineer,2021-03-15,"Joseton, Sri Lanka",4,4,Resigned,On-site,1510380
1424,EMP0001425,Joseph Harris,Sales,Account Manager,2023-12-01,"West Ericshire, Tajikistan",5,1,Active,On-site,1193065
1425,EMP0001426,Derek Robbins,Marketing,Content Strategist,2021-06-03,"North Daniel, Nigeria",1,4,Resigned,Remote,890280
1426,EMP0001427,James Johnson,HR,Talent Acquisition Specialist,2010-11-23,"East Alexandershire, Liechtenstein",1,14,Active,Remote,544880
